order_id,customer_id,staff_id,table_number,order_datetime,total_amount
126,550,5,9,2023-04-06 21:00:00,63.53
127,14,15,8,2023-11-18 06:00:00,115.55
128,392,18,7,2023-08-30 08:00:00,90.6
129,1371,20,8,2023-10-28 16:00:00,22.17
130,310,14,22,2023-07-24 09:00:00,33.33
131,386,15,3,2023-09-07 23:00:00,117.31
132,1233,5,23,2023-12-25 15:00:00,89.91
133,1381,4,24,2023-10-24 18:00:00,110.65
134,974,2,15,2023-01-25 23:00:00,43.42
135,1625,7,8,2023-10-31 16:00:00,91.61
136,1592,10,1,2023-11-27 01:00:00,88.54
137,1118,16,7,2023-03-07 07:00:00,42.42
138,1117,10,19,2023-02-15 14:00:00,70.59
139,340,18,2,2023-09-15 23:00:00,79.02
140,597,17,14,2023-03-02 18:00:00,62.92
141,1469,21,18,2023-12-02 06:00:00,100.99
142,757,13,15,2023-07-25 14:00:00,101.62
143,1046,1,14,2023-02-26 10:00:00,103.57
144,291,1,24,2023-09-27 17:00:00,98.38
145,1509,15,19,2023-12-17 04:00:00,63.69
146,1808,1,19,2023-06-12 06:00:00,51.96
147,306,6,22,2023-12-01 16:00:00,101.45
148,634,25,17,2023-05-04 11:00:00,63.92
149,1152,13,22,2023-05-07 18:00:00,37.1
150,625,1,19,2023-10-18 13:00:00,65.81
151,939,5,16,2023-10-25 11:00:00,25.6
152,1297,9,20,2023-10-16 18:00:00,86.08
153,848,25,19,2023-03-14 04:00:00,46.95
154,442,17,1,2023-11-24 22:00:00,38.67
155,503,16,19,2023-08-11 12:00:00,115.22
156,130,8,7,2023-08-01 23:00:00,95.46
157,1156,17,23,2023-05-09 09:00:00,96.58
158,597,15,11,2023-11-22 02:00:00,78.61
159,1959,24,5,2023-11-10 15:00:00,102.31
160,1506,1,17,2023-07-22 20:00:00,93.51
161,862,12,11,2023-03-05 17:00:00,75.87
162,1414,5,24,2023-02-15 01:00:00,115.72
163,593,24,8,2023-11-30 02:00:00,31.08
164,999,6,10,2023-05-28 03:00:00,113.77
165,325,25,12,2023-01-30 20:00:00,54.16
166,1093,1,10,2023-09-17 13:00:00,68.12
167,1684,25,13,2023-01-09 12:00:00,23.5
168,448,1,18,2023-10-10 16:00:00,69.41
169,1552,10,10,2023-06-20 14:00:00,77.23
170,819,10,19,2023-08-17 10:00:00,119.75
171,1641,3,20,2023-08-28 04:00:00,117.27
172,1189,17,17,2023-10-28 19:00:00,116.3
173,1512,19,20,2023-09-14 10:00:00,48.32
174,1737,11,16,2023-07-21 18:00:00,119.04
175,709,18,5,2023-12-04 15:00:00,60.1
176,1450,2,3,2023-03-26 02:00:00,103.7
177,1721,9,15,2023-07-30 11:00:00,33.8
178,1858,24,2,2023-12-29 21:00:00,65.64
179,265,17,13,2023-11-23 11:00:00,116.26
180,1899,14,22,2023-03-01 22:00:00,114.17
181,612,4,8,2023-06-20 06:00:00,85.21
182,1366,17,23,2023-08-02 15:00:00,97.76
183,832,17,17,2023-03-27 12:00:00,29.41
184,1750,12,4,2023-11-10 17:00:00,89.38
185,1302,20,19,2023-10-25 19:00:00,77.99
186,674,18,22,2023-07-02 00:00:00,20.07
187,1463,3,9,2023-07-08 05:00:00,22.45
188,157,11,23,2023-04-07 08:00:00,21.93
189,1446,25,15,2023-08-21 09:00:00,89.68
190,251,18,9,2023-02-21 20:00:00,25.59
191,878,4,24,2023-04-11 16:00:00,61.45
192,1633,17,21,2023-09-28 10:00:00,49.27
193,530,18,9,2023-09-15 00:00:00,70.56
194,327,5,14,2023-09-01 07:00:00,87.71
195,961,14,23,2023-12-25 16:00:00,85.32
196,895,10,21,2023-12-17 06:00:00,66.71
197,97,15,16,2023-10-23 17:00:00,61.08
198,513,1,24,2023-07-28 17:00:00,53.76
199,216,16,23,2023-03-07 22:00:00,104.81
200,1156,11,17,2023-11-25 04:00:00,46.39
201,1284,23,13,2023-04-12 03:00:00,38.53
202,125,20,9,2023-08-27 09:00:00,91.76
203,1106,6,15,2023-12-17 23:00:00,49.57
204,1307,24,7,2023-07-25 10:00:00,103.17
205,1707,22,1,2023-07-01 09:00:00,46.07
206,59,16,1,2023-11-23 08:00:00,87.21
207,1568,2,5,2023-08-12 23:00:00,14.96
208,161,1,24,2023-01-17 18:00:00,52.41
209,284,24,9,2023-10-01 15:00:00,47.76
210,106,24,12,2023-07-22 17:00:00,99.83
211,1129,9,6,2023-12-06 10:00:00,116.38
212,1463,22,13,2023-01-03 16:00:00,60.7
213,228,12,8,2023-04-04 05:00:00,100.73
214,1724,17,15,2023-11-20 18:00:00,86.97
215,1606,25,6,2023-01-08 04:00:00,116.41
216,318,15,6,2023-11-27 15:00:00,99.22
217,1488,19,4,2023-04-22 11:00:00,18.52
218,802,22,11,2023-06-16 21:00:00,88.46
219,1623,10,21,2023-09-30 16:00:00,68.9
220,1906,12,18,2023-02-09 12:00:00,11.81
221,874,14,3,2023-03-12 14:00:00,37.64
222,472,9,3,2023-07-18 05:00:00,111.39
223,1080,13,12,2023-09-19 18:00:00,111.87
224,625,3,21,2023-01-06 22:00:00,97.87
225,13,21,21,2023-09-08 01:00:00,118.0
226,1464,14,6,2023-10-05 04:00:00,98.72
227,1042,21,21,2023-07-10 21:00:00,11.12
228,694,10,6,2023-07-31 23:00:00,41.66
229,973,16,8,2023-03-02 20:00:00,13.37
230,113,7,15,2023-06-11 23:00:00,20.35
231,229,4,18,2023-12-20 12:00:00,34.07
232,171,20,20,2023-02-04 21:00:00,65.39
233,295,23,16,2023-09-01 14:00:00,103.23
234,189,25,6,2023-12-19 15:00:00,104.82
235,426,11,21,2023-04-09 17:00:00,77.78
236,977,16,17,2023-05-13 06:00:00,112.1
237,1103,20,9,2023-09-07 09:00:00,65.01
238,658,4,19,2023-02-06 18:00:00,107.79
239,919,22,18,2023-05-13 03:00:00,59.95
240,1206,22,23,2023-03-27 00:00:00,40.49
241,499,23,5,2023-10-08 12:00:00,110.81
242,1822,17,6,2023-09-23 12:00:00,52.67
243,762,13,12,2023-09-07 09:00:00,65.37
244,866,11,11,2023-11-12 02:00:00,46.17
245,826,3,16,2023-09-03 20:00:00,82.91
246,1732,9,20,2023-11-28 21:00:00,119.45
247,1859,6,17,2023-08-10 12:00:00,12.81
248,71,22,20,2023-12-19 17:00:00,108.98
249,248,21,9,2023-01-25 13:00:00,10.43
250,146,11,1,2023-07-30 23:00:00,50.07
251,1642,16,3,2023-06-01 09:00:00,28.55
252,1799,19,21,2023-03-24 22:00:00,93.31
253,1320,5,23,2023-09-29 11:00:00,15.57
254,582,14,9,2023-02-22 10:00:00,70.88
255,470,17,22,2023-04-30 10:00:00,42.44
256,1530,3,19,2023-06-05 18:00:00,24.7
257,193,4,13,2023-01-24 19:00:00,94.9
258,1092,16,23,2023-12-31 00:00:00,33.92
259,494,16,14,2023-06-25 22:00:00,34.6
260,1841,21,20,2023-01-27 13:00:00,40.26
261,52,25,19,2023-12-10 00:00:00,74.54
262,882,4,23,2023-07-23 10:00:00,82.56
263,363,19,7,2023-07-03 00:00:00,11.94
264,1821,17,4,2023-06-03 00:00:00,36.61
265,917,13,12,2023-10-30 09:00:00,57.41
266,474,22,23,2023-07-16 07:00:00,46.52
267,1870,23,14,2023-08-24 03:00:00,107.26
268,521,24,2,2023-01-07 15:00:00,96.65
269,1787,1,1,2023-09-05 10:00:00,78.85
270,1455,12,18,2023-01-25 04:00:00,47.18
271,1868,4,20,2023-12-17 11:00:00,87.07
272,1322,11,8,2023-11-13 02:00:00,102.8
273,1459,5,3,2023-07-06 10:00:00,75.43
274,1720,2,6,2023-10-22 17:00:00,96.29
275,691,17,22,2023-07-30 19:00:00,92.4
276,1222,8,13,2023-06-30 08:00:00,72.89
277,1152,6,9,2023-02-28 02:00:00,44.34
278,532,21,9,2023-02-08 09:00:00,92.04
279,1435,9,20,2023-04-26 13:00:00,32.75
280,1958,13,9,2023-07-05 22:00:00,95.74
281,840,11,15,2023-07-10 16:00:00,98.5
282,1089,16,13,2023-05-24 02:00:00,100.44
283,1718,16,22,2023-10-08 13:00:00,62.02
284,241,2,16,2023-03-19 17:00:00,31.17
285,1393,10,2,2023-01-31 04:00:00,20.97
286,536,12,14,2023-01-30 15:00:00,91.77
287,1408,8,6,2023-11-18 06:00:00,107.49
288,1455,11,2,2023-07-31 16:00:00,81.59
289,1991,10,8,2023-01-17 06:00:00,25.86
290,83,13,4,2023-07-06 23:00:00,112.84
291,982,25,21,2023-12-05 04:00:00,118.8
292,1855,17,24,2023-10-09 03:00:00,57.67
293,1721,7,14,2023-09-10 18:00:00,75.43
294,951,24,11,2023-07-07 06:00:00,95.5
295,1852,3,24,2023-05-29 20:00:00,91.0
296,611,20,14,2023-11-20 17:00:00,116.46
297,574,13,12,2023-04-07 07:00:00,22.64
298,286,19,16,2023-10-10 05:00:00,73.88
299,989,7,6,2023-10-15 17:00:00,86.11
300,1558,9,20,2023-06-01 18:00:00,107.91
301,459,19,1,2023-09-22 02:00:00,106.15
302,1236,13,12,2023-04-19 17:00:00,117.58
303,126,22,7,2023-09-18 00:00:00,66.33
304,1437,8,8,2023-11-22 06:00:00,101.38
305,1523,22,9,2023-02-01 13:00:00,57.0
306,425,18,2,2023-07-31 22:00:00,56.45
307,554,23,17,2023-09-17 04:00:00,37.87
308,610,2,20,2023-08-22 10:00:00,100.01
309,1985,18,13,2023-09-13 01:00:00,118.44
310,1567,18,5,2023-04-24 13:00:00,38.2
311,1182,11,10,2023-05-21 08:00:00,16.17
312,112,1,12,2023-05-26 17:00:00,99.71
313,402,14,17,2023-12-07 14:00:00,78.23
314,1783,16,21,2023-08-24 02:00:00,115.57
315,122,11,6,2023-07-18 14:00:00,37.75
316,273,1,3,2023-07-13 01:00:00,17.81
317,1318,7,15,2023-03-17 21:00:00,64.17
318,398,16,7,2023-02-19 09:00:00,19.4
319,471,14,6,2023-03-10 05:00:00,38.8
320,985,15,4,2023-10-29 12:00:00,23.86
321,1231,14,19,2023-12-16 04:00:00,34.65
322,1134,21,5,2023-03-14 18:00:00,21.68
323,1464,11,3,2023-08-30 13:00:00,114.93
324,1302,16,9,2023-12-04 01:00:00,40.64
325,1987,19,6,2023-04-20 04:00:00,58.83
326,1592,17,13,2023-11-13 13:00:00,108.85
327,1911,6,22,2023-11-30 10:00:00,84.51
328,1939,11,20,2023-09-12 11:00:00,77.98
329,569,17,4,2023-04-27 09:00:00,87.61
330,1964,9,2,2023-04-15 04:00:00,101.17
331,1506,18,4,2023-12-15 09:00:00,106.54
332,1827,17,8,2023-07-25 05:00:00,80.69
333,1138,12,13,2023-02-15 00:00:00,107.9
334,1917,23,10,2023-07-22 16:00:00,68.89
335,897,22,18,2023-07-05 13:00:00,40.5
336,820,22,9,2023-04-04 16:00:00,106.81
337,853,5,1,2023-02-25 05:00:00,69.56
338,1501,11,13,2023-06-11 09:00:00,109.68
339,710,4,18,2023-03-12 08:00:00,14.42
340,1957,4,15,2023-05-05 09:00:00,53.73
341,321,3,2,2023-03-28 12:00:00,114.26
342,179,24,11,2023-03-02 21:00:00,37.46
343,897,23,14,2023-01-04 00:00:00,113.57
344,219,25,22,2023-09-09 06:00:00,114.93
345,789,17,15,2023-07-12 03:00:00,107.04
346,1973,7,14,2023-04-27 12:00:00,72.0
347,1552,4,16,2023-11-18 13:00:00,81.16
348,492,23,23,2023-07-08 04:00:00,105.66
349,1915,13,15,2023-04-14 21:00:00,95.35
350,61,12,19,2023-06-26 07:00:00,79.31
351,1078,1,9,2023-05-30 00:00:00,118.05
352,1704,21,5,2023-12-04 12:00:00,85.42
353,538,19,5,2023-08-27 16:00:00,117.3
354,848,21,11,2023-01-02 08:00:00,16.31
355,988,20,20,2023-07-02 05:00:00,25.29
356,65,18,24,2023-05-30 22:00:00,59.66
357,1636,11,4,2023-04-10 16:00:00,52.34
358,586,20,20,2023-10-07 09:00:00,96.1
359,1728,3,18,2023-10-10 22:00:00,27.67
360,171,17,3,2023-04-22 13:00:00,117.37
361,1297,12,4,2023-02-28 09:00:00,44.66
362,1913,10,14,2023-02-04 01:00:00,57.18
363,1723,8,7,2023-09-16 11:00:00,40.22
364,535,15,8,2023-07-10 02:00:00,73.73
365,1415,5,24,2023-07-16 19:00:00,16.45
366,1964,4,16,2023-04-12 14:00:00,26.46
367,693,21,20,2023-10-12 12:00:00,92.04
368,1351,20,15,2023-02-20 10:00:00,30.52
369,108,19,7,2023-10-04 17:00:00,35.91
370,1871,21,17,2023-01-25 23:00:00,97.23
371,1186,4,22,2023-08-17 08:00:00,20.26
372,814,15,22,2023-03-18 22:00:00,58.12
373,1005,17,22,2023-10-02 16:00:00,12.54
374,452,12,12,2023-11-24 13:00:00,48.15
375,1230,3,18,2023-03-20 15:00:00,86.89
376,590,10,24,2023-01-29 07:00:00,19.91
377,1040,15,14,2023-05-16 12:00:00,107.72
378,327,10,15,2023-03-18 11:00:00,110.04
379,608,24,15,2023-04-01 17:00:00,21.55
380,659,23,5,2023-12-06 06:00:00,118.98
381,2,18,16,2023-01-07 04:00:00,42.73
382,1034,1,5,2023-03-04 07:00:00,19.25
383,434,3,2,2023-03-14 16:00:00,10.56
384,125,21,20,2023-03-10 14:00:00,54.94
385,1105,12,9,2023-05-05 19:00:00,79.28
386,485,1,22,2023-10-04 19:00:00,46.54
387,652,3,9,2023-11-04 10:00:00,102.04
388,1862,3,4,2023-06-02 19:00:00,88.83
389,1174,5,15,2023-01-25 00:00:00,48.52
390,800,19,11,2023-07-19 03:00:00,90.77
391,873,25,1,2023-12-08 03:00:00,113.45
392,1364,1,18,2023-05-04 20:00:00,20.24
393,129,4,1,2023-11-20 04:00:00,43.67
394,438,4,8,2023-06-14 12:00:00,60.97
395,751,17,16,2023-09-30 16:00:00,64.78
396,501,14,22,2023-03-27 05:00:00,69.64
397,1082,18,18,2023-03-09 19:00:00,43.07
398,1222,1,22,2023-03-04 00:00:00,83.4
399,211,22,9,2023-05-29 11:00:00,80.96
400,1938,16,12,2023-03-17 02:00:00,73.56
401,902,3,19,2023-05-30 15:00:00,22.51
402,45,23,18,2023-05-27 16:00:00,62.47
403,1121,21,5,2023-09-03 16:00:00,49.18
404,1303,9,2,2023-11-15 11:00:00,64.01
405,535,23,7,2023-10-21 09:00:00,111.41
406,1434,4,10,2023-05-18 23:00:00,62.86
407,461,21,15,2023-04-07 01:00:00,11.54
408,391,5,7,2023-11-25 03:00:00,58.27
409,1871,11,5,2023-03-23 23:00:00,100.27
410,1068,21,15,2023-11-30 17:00:00,95.81
411,27,9,20,2023-08-16 14:00:00,66.47
412,794,3,20,2023-10-15 09:00:00,37.47
413,1121,6,15,2023-05-25 02:00:00,61.16
414,975,24,10,2023-12-24 17:00:00,72.01
415,548,11,24,2023-07-19 02:00:00,119.99
416,621,9,14,2023-06-05 10:00:00,80.86
417,567,15,10,2023-07-01 21:00:00,86.37
418,704,23,17,2023-11-11 11:00:00,64.06
419,1243,3,21,2023-01-02 03:00:00,48.99
420,185,1,14,2023-05-26 11:00:00,99.42
421,1093,20,2,2023-09-25 15:00:00,64.44
422,1853,22,16,2023-08-09 21:00:00,119.42
423,1154,19,13,2023-09-14 16:00:00,60.28
424,1591,14,9,2023-02-18 21:00:00,17.48
425,1914,17,7,2023-01-15 02:00:00,85.08
426,1633,22,16,2023-02-05 01:00:00,15.13
427,848,14,10,2023-01-13 05:00:00,37.56
428,599,17,24,2023-10-01 06:00:00,48.91
429,806,25,22,2023-03-10 15:00:00,91.34
430,1655,14,9,2023-07-24 02:00:00,64.37
431,1744,12,22,2023-07-08 14:00:00,13.15
432,1358,16,23,2023-08-22 22:00:00,77.85
433,1949,1,7,2023-06-08 09:00:00,55.26
434,1178,13,16,2023-12-12 00:00:00,111.4
435,1571,6,9,2023-11-04 08:00:00,64.95
436,79,17,24,2023-02-07 11:00:00,87.99
437,579,12,17,2023-05-25 21:00:00,34.08
438,1879,23,20,2023-03-14 16:00:00,93.71
439,413,19,7,2023-09-12 00:00:00,89.31
440,546,6,11,2023-04-04 21:00:00,109.45
441,1633,7,8,2023-03-10 01:00:00,13.72
442,169,1,7,2023-10-19 17:00:00,59.23
443,681,1,19,2023-10-20 12:00:00,84.71
444,1687,5,20,2023-12-06 13:00:00,20.47
445,583,6,12,2023-07-15 21:00:00,55.17
446,515,16,7,2023-10-08 15:00:00,113.64
447,1338,25,8,2023-02-12 05:00:00,57.95
448,32,16,7,2023-05-18 11:00:00,118.39
449,287,14,6,2023-03-04 18:00:00,16.25
450,594,1,9,2023-07-20 03:00:00,88.96
451,1067,13,13,2023-02-10 17:00:00,73.91
452,1927,20,7,2023-03-17 17:00:00,65.06
453,617,10,8,2023-07-24 05:00:00,116.79
454,1025,24,22,2023-10-11 06:00:00,24.26
455,1597,10,17,2023-01-20 17:00:00,108.56
456,270,9,17,2023-01-24 15:00:00,86.04
457,1204,13,16,2023-11-28 22:00:00,38.49
458,1760,3,22,2023-04-05 02:00:00,109.18
459,518,18,2,2023-12-05 08:00:00,57.22
460,1127,20,8,2023-06-29 14:00:00,99.57
461,1034,2,17,2023-03-24 14:00:00,52.77
462,583,17,13,2023-02-15 16:00:00,103.6
463,1114,19,18,2023-10-03 10:00:00,80.03
464,226,23,24,2023-05-29 18:00:00,25.52
465,670,13,22,2023-09-28 17:00:00,81.46
466,1764,13,10,2023-06-01 22:00:00,31.05
467,917,1,2,2023-04-11 19:00:00,55.31
468,126,2,2,2023-06-28 07:00:00,28.73
469,956,1,14,2023-01-29 01:00:00,12.42
470,1233,24,16,2023-04-27 18:00:00,33.31
471,1121,5,7,2023-11-01 16:00:00,69.0
472,74,24,21,2023-04-09 17:00:00,62.97
473,1651,3,21,2023-07-08 18:00:00,65.16
474,1215,7,24,2023-02-14 10:00:00,37.25
475,1706,24,12,2023-08-15 08:00:00,85.37
476,1843,22,23,2023-12-03 09:00:00,87.47
477,1984,13,14,2023-01-29 15:00:00,49.38
478,1740,23,4,2023-01-03 20:00:00,106.93
479,56,18,4,2023-10-10 06:00:00,80.84
480,720,24,18,2023-01-18 11:00:00,88.43
481,553,21,3,2023-10-15 03:00:00,40.51
482,32,7,1,2023-08-22 01:00:00,10.07
483,1551,1,17,2023-09-12 08:00:00,105.19
484,574,5,7,2023-06-12 04:00:00,100.47
485,667,17,16,2023-01-19 07:00:00,23.55
486,284,8,5,2023-02-20 08:00:00,51.15
487,1745,15,19,2023-04-17 19:00:00,82.75
488,1856,20,7,2023-11-08 02:00:00,81.73
489,1518,4,14,2023-02-22 05:00:00,104.64
490,187,2,2,2023-05-14 17:00:00,25.43
491,498,5,3,2023-05-28 21:00:00,57.29
492,1466,1,17,2023-01-26 14:00:00,20.69
493,130,25,16,2023-05-09 06:00:00,52.86
494,639,5,8,2023-05-26 10:00:00,11.66
495,1316,6,18,2023-05-28 15:00:00,108.81
496,114,2,15,2023-12-04 14:00:00,67.97
497,1223,1,7,2023-03-21 04:00:00,103.48
498,13,4,9,2023-08-25 16:00:00,16.59
499,1295,7,6,2023-10-09 07:00:00,35.02
500,1625,22,18,2023-09-02 06:00:00,38.53
501,1239,1,18,2023-03-13 08:00:00,52.54
502,444,1,24,2023-04-08 01:00:00,98.32
503,1814,8,14,2023-02-19 18:00:00,52.52
504,1536,20,14,2023-10-10 13:00:00,32.51
505,447,16,14,2023-12-07 02:00:00,17.15
506,986,21,4,2023-07-24 10:00:00,18.74
507,993,13,4,2023-02-27 10:00:00,93.61
508,715,23,15,2023-02-01 05:00:00,58.93
509,74,24,15,2023-08-09 12:00:00,89.88
510,537,23,18,2023-01-13 12:00:00,85.05
511,101,18,14,2023-07-15 15:00:00,24.89
512,176,20,1,2023-07-12 16:00:00,25.72
513,427,10,10,2023-06-09 21:00:00,93.09
514,1141,12,20,2023-01-12 13:00:00,89.34
515,1190,1,10,2023-06-13 05:00:00,51.58
516,41,10,10,2023-11-01 11:00:00,18.52
517,429,9,24,2023-04-01 01:00:00,11.33
518,344,3,2,2023-02-27 21:00:00,41.7
519,1448,19,8,2023-07-17 04:00:00,11.01
520,366,9,1,2023-05-25 12:00:00,35.31
521,1144,10,1,2023-09-13 21:00:00,56.15
522,609,19,4,2023-09-06 17:00:00,23.36
523,657,16,7,2023-06-09 00:00:00,21.47
524,728,24,9,2023-07-29 21:00:00,108.61
525,229,18,16,2023-09-07 18:00:00,74.4
526,825,14,5,2023-04-13 03:00:00,112.79
527,1154,3,2,2023-01-02 00:00:00,48.04
528,1376,2,23,2023-09-06 10:00:00,84.49
529,889,1,11,2023-04-17 12:00:00,32.52
530,1342,18,18,2023-11-15 00:00:00,78.02
531,984,24,19,2023-01-03 12:00:00,24.25
532,1673,9,13,2023-11-16 19:00:00,10.23
533,836,13,24,2023-01-06 02:00:00,112.47
534,1361,2,11,2023-08-23 00:00:00,71.04
535,1297,7,20,2023-02-19 10:00:00,111.96
536,117,16,19,2023-08-03 22:00:00,46.72
537,818,21,17,2023-11-24 16:00:00,46.06
538,368,19,5,2023-06-20 09:00:00,54.07
539,1118,25,13,2023-04-14 00:00:00,87.66
540,168,15,20,2023-11-07 10:00:00,72.24
541,954,22,1,2023-05-04 12:00:00,111.79
542,1739,11,10,2023-12-04 16:00:00,12.8
543,1365,1,8,2023-02-24 14:00:00,87.9
544,661,21,24,2023-12-14 18:00:00,46.34
545,1938,7,8,2023-04-03 04:00:00,29.83
546,695,20,19,2023-10-11 00:00:00,66.14
